312816028;2017;HM;426351;
313167173;2018;DI;6382000;
313167173;2018;HI;-19869000;
313167173;2018;HJ;2683000;
313167173;2018;HK;889000;
313167173;2018;HM;889356000;
313307753;2017;DI;8637;
314222696;2017;DI;246807;
314222696;2017;HK;97304;
314222696;2017;HM;949476;
315230045;2018;DI;31278;
315230045;2018;HI;-90587;
315230045;2018;HM;320500;
318027042;2017;DI;111902;
318027042;2017;FJ;5634819;
318027042;2017;HI;-1095;
318027042;2017;HK;11680;
318027042;2017;HM;3921961;
318476207;2017;DI;122173;
319775201;2017;DI;391827;
319775201;2017;HI;-1200;
319775201;2017;HK;1713;
319775201;2017;HM;11675;
320476583;2017;DI;102566;
320476583;2017;FJ;172617;
320476583;2017;HK;37849;
320476583;2017;HM;70892;
320890817;2018;DI;97040;
321314544;2017;DI;11506;
322994831;2017;DI;204507;
322994831;2017;FJ;26458701;
322994831;2017;HI;41581;
322994831;2017;HK;136178;
322994831;2017;HM;13583292;
324746957;2014;DI;29230;
324746957;2014;HI;3;
324746957;2014;HK;5158;
324746957;2014;HM;792077;
324746957;2015;DI;101815;
324746957;2015;HM;556846;
324746957;2017;DI;8198;
324746957;2017;HK;1447;
324746957;2017;HM;13000;
325148179;2018;DI;-66248;
325833309;2018;DI;17282;
325833309;2018;FJ;158987;
325833309;2018;HK;1294;
325833309;2018;HM;206803;
326912516;2017;DI;291081;
328138961;2018;310;22988;
329451918;2017;DI;-1216;
330138371;2018;DI;22368;
330147588;2018;DI;196172;
330802539;2017;DI;83365;
331194035;2017;DI;37615;
331673863;2018;DI;-33431;
331673863;2018;FJ;864550;
331673863;2018;HI;-2894;
331673863;2018;HM;433063;
332160977;2017;DI;165066;
332962851;2018;DI;127252;
332962851;2018;HI;9538;
332962851;2018;HK;22239;
332962851;2018;HM;1527657;
333190395;2017;DI;-737883;
333190395;2017;FJ;3850193;
333190395;2017;HI;-295760;
333190395;2017;HM;6890665;
333267367;2018;DI;30432;
333267367;2018;FJ;895470;
333267367;2018;HI;-787;
333267367;2018;HK;894;
333267367;2018;HM;881756;
333954386;2015;DI;7609754;
333954386;2015;FJ;74595875;
333954386;2015;HI;-3293272;
333954386;2015;HJ;1327835;
333954386;2015;HK;3485002;
333954386;2015;HM;148389718;
333954386;2017;DI;12006547;
333954386;2017;FJ;141122790;
333954386;2017;HI;-4331482;
333954386;2017;HJ;2688731;
333954386;2017;HK;6457938;
333954386;2017;HM;158984897;
334532744;2018;DI;833475;
334532744;2018;FJ;1869464;
334532744;2018;HI;-80;
334532744;2018;HK;271371;
334532744;2018;HM;4795051;
334782166;2018;DI;33403;
334782166;2018;FJ;4144671;
334782166;2018;HI;-157490;
334782166;2018;HK;-149389;
334782166;2018;HM;7603426;
334900677;2018;DI;43101;
334900677;2018;HI;10122;
334900677;2018;HK;3804;
334900677;2018;HM;1494545;
335233508;2018;DI;-151244;
335233508;2018;FJ;100;
335233508;2018;HI;-14093;
335233508;2018;HM;879699;
337745582;2018;DI;50992;
337745582;2018;FJ;1282552;
337745582;2018;HM;2580516;
338043219;2017;290;972;
338043219;2017;310;5232;
338165285;2018;DI;42851;
338165285;2018;FJ;2527311;
338165285;2018;HI;-16317;
338165285;2018;HM;1615623;
338272396;2017;DI;-170633;
338321912;2017;310;-5369;
338353642;2018;DI;250190;
338655095;2018;DI;-761553;
338655095;2018;FJ;1379086;
338655095;2018;HI;57678;
338655095;2018;HM;2221329;
338658305;2018;DI;63070;
339303935;2017;DI;10388;
339702326;2016;DI;85123;
339702326;2016;FJ;8014531;
339702326;2016;HI;5699;
339702326;2016;HK;42561;
339702326;2016;HM;7971463;
339702326;2017;DI;8552;
339702326;2017;FJ;7476709;
339702326;2017;HI;2377;
339702326;2017;HK;1509;
339702326;2017;HM;7481611;
339721920;2017;310;3169;
339741951;2018;DI;87143;
339741951;2018;FJ;1740199;
339741951;2018;HI;-4018;
339741951;2018;HK;6555;
339741951;2018;HM;1695400;
340101815;2017;DI;-2565;
340101815;2017;HM;4696;
340123116;2018;DI;439296;
340654912;2018;DI;-90450;
340825876;2018;DI;114601;
340974856;2018;DI;213691;
340974856;2018;FJ;193138;
340974856;2018;HI;9159;
340974856;2018;HK;82929;
340974856;2018;HM;309939;
341394260;2018;DI;3164;
341394260;2018;HM;134556;
341803708;2017;DI;307454;
341898088;2018;306;2656;
341898088;2018;310;15884;
342014289;2018;DI;243982;
342696200;2018;DI;-11150960;
342696200;2018;FJ;2513;
342696200;2018;HI;-11091379;
342696200;2018;HK;-14690;
342696200;2018;HM;11571067;
342992559;2017;DI;13620;
342992559;2017;FJ;700979;
342992559;2017;HI;31380;
342992559;2017;HK;-24616;
342992559;2017;HM;1454531;
343163481;2015;DI;426386;
343163481;2015;FJ;14780598;
343163481;2015;HI;-6;
343163481;2015;HM;27295552;
343611034;2016;DI;1827;
343611034;2016;FJ;736909;
343611034;2016;HI;1441;
343611034;2016;HM;369415;
343935078;2017;DI;54842;
343935078;2017;FJ;889286;
343935078;2017;HK;3729;
343935078;2017;HM;1915691;
344079280;2017;DI;121986;
344389937;2017;DI;1174;
344681473;2018;DI;2671100;
344681473;2018;FJ;56576118;
344681473;2018;HI;-47114;
344681473;2018;HJ;492233;
344681473;2018;HK;782761;
344681473;2018;HM;106967613;
344832159;2018;DI;19793;
344832159;2018;FJ;1275016;
344832159;2018;HI;-223;
344832159;2018;HM;2491845;
348124892;2018;DI;269199;
348124892;2018;FJ;3517525;
348124892;2018;HI;5171;
348124892;2018;HK;109936;
348124892;2018;HM;2444304;
348296864;2018;DI;849042;
348296864;2018;FJ;13283959;
348296864;2018;HI;285480;
348296864;2018;HK;406484;
348296864;2018;HM;23896224;
348369281;2017;DI;17277;
348369281;2017;FJ;1299043;
348369281;2017;HI;-109;
348369281;2017;HK;3000;
348369281;2017;HM;1293901;
348812017;2017;DI;-238026;
348812017;2017;FJ;26386941;
348812017;2017;HI;-203633;
348812017;2017;HK;-47724;
348812017;2017;HM;17923743;
348867920;2017;DI;31794;
348867920;2017;FJ;259067;
348867920;2017;HI;5877;
348867920;2017;HK;11311;
348867920;2017;HM;637057;
349015172;2018;DI;95460;
349246132;2017;310;-696;
350064697;2018;DI;61941;
350102950;2017;306;4020;
350102950;2017;310;22782;
350419446;2018;DI;549138;
350419446;2018;FJ;2532330;
350419446;2018;HI;67699;
350419446;2018;HK;233824;
350419446;2018;HM;4864038;
350640173;2017;DI;46688;
350640173;2017;HI;11172;
350640173;2017;HK;-1866;
350640173;2017;HM;4642503;
350975397;2018;DI;-47368;
350975397;2018;HM;154035;
351025754;2018;DI;35079;
351025754;2018;FJ;1406070;
351025754;2018;HI;-257;
351025754;2018;HK;2068;
351025754;2018;HM;1441013;
351145230;2018;DI;-99989;
351145230;2018;FJ;8283586;
351145230;2018;HI;-35667;
351145230;2018;HM;5279226;
351155668;2018;DI;1319143;
351155668;2018;HI;5257;
351155668;2018;HK;318024;
351155668;2018;HM;9735145;
351184635;2018;DI;132879;
351184635;2018;FJ;1997654;
351184635;2018;HI;1349;
351184635;2018;HK;28144;
351184635;2018;HM;4037493;
351196621;2018;DI;11297;
351196621;2018;FJ;210396;
351196621;2018;HI;-352;
351196621;2018;HK;896;
351196621;2018;HM;444133;
351376637;2017;DI;45467;
351376637;2017;FJ;295253;
351376637;2017;HI;-45;
351376637;2017;HK;10223;
351376637;2017;HM;258162;
351561725;2018;DI;122916;
351684576;2018;DI;531913;
351684576;2018;FJ;27271801;
351684576;2018;HI;266571;
351684576;2018;HK;209650;
351684576;2018;HM;13701444;
351720644;2017;DI;141999;
351720644;2017;FJ;4078158;
351720644;2017;HI;18960;
351720644;2017;HK;20200;
351720644;2017;HM;7930411;
352693618;2018;DI;776264;
352693618;2018;FJ;799164;
352693618;2018;HI;98659;
352693618;2018;HK;388132;
352693618;2018;HM;967856;
352919393;2017;DI;100512;
352919393;2017;FJ;100600;
352919393;2017;HI;-102;
352919393;2017;HK;28162;
352919393;2017;HM;126458;
353195803;2018;DI;201408;
353366032;2017;DI;492278;
353366032;2017;HI;-27368;
353366032;2017;HK;239128;
353366032;2017;HM;18532080;
353407448;2018;DI;696;
353499908;2018;DI;103567;
353499908;2018;FJ;446199;
353499908;2018;HI;662;
353499908;2018;HK;-104544;
353499908;2018;HM;952289;
353538150;2017;DI;1106673;
353538150;2017;FJ;131601080;
353538150;2017;HI;-64621;
353538150;2017;HJ;44390;
353538150;2017;HK;277863;
353538150;2017;HM;65231056;
377633649;2018;DI;-81294;
377706148;2018;DI;580569;
377783642;2018;DI;67808;
377783642;2018;HI;-22807;
377783642;2018;HK;5400;
377783642;2018;HM;1506194;
377831250;2016;DI;34048;
377831250;2017;DI;84745;
378404586;2018;DI;62720;
378524524;2017;DI;221646;
378524524;2017;FJ;27138471;
378524524;2017;HI;-124488;
378524524;2017;HK;-28968;
378524524;2017;HM;18348282;
378554638;2017;DI;-33041;
378554638;2017;HI;-14410;
378554638;2017;HM;1382317;
378676647;2018;DI;83270;
379000540;2018;DI;106890;
379227192;2018;DI;75266;
379227192;2018;FJ;4374872;
379227192;2018;HI;-19011;
379227192;2018;HM;8926507;
379597693;2017;DI;27719;
379623903;2017;290;436;
379623903;2017;310;6934;
380225870;2018;DI;-24448;
380393371;2018;DI;-1553223;
380393371;2018;FJ;3986006;
380393371;2018;HI;-1688718;
380393371;2018;HK;-35958;
380393371;2018;HM;5599936;
380459495;2018;DI;4349;
380459495;2018;FJ;878944;
380459495;2018;HK;351;
380459495;2018;HM;875055;
380995555;2018;DI;720334;
380995555;2018;FJ;96589140;
380995555;2018;HI;-5725;
380995555;2018;HK;365534;
380995555;2018;HM;47593915;
381307305;2018;DI;-23959;
381307305;2018;FJ;843667;
381307305;2018;HI;34286;
381307305;2018;HK;-533;
381307305;2018;HM;1732785;
381384338;2018;DI;-24265;
381784776;2018;DI;44491;
381784776;2018;FJ;688669;
381784776;2018;HI;17031;
381784776;2018;HM;692936;
381840834;2018;DI;90148;
381928332;2018;DI;454878;
381928332;2018;FJ;10240777;
381928332;2018;HI;35787;
381928332;2018;HJ;388101;
381928332;2018;HK;150863;
381928332;2018;HM;6398377;
382385276;2018;DI;432965;
382526606;2017;DI;7175;
382526606;2017;FJ;1434708;
382526606;2017;HM;740173;
383226529;2018;DI;86048;
383226529;2018;HI;12308;
383226529;2018;HK;6364;
383226529;2018;HM;1265938;
383348521;2018;DI;71054;
383730181;2017;DI;269343;
383730181;2017;FJ;30974835;
383730181;2017;HI;-60660;
383730181;2017;HK;66618;
383730181;2017;HM;21392839;
384208948;2018;290;20652;
384208948;2018;306;-1718;
384208948;2018;310;3093;
384454690;2017;DI;4479622;
384454690;2017;FJ;94582907;
384454690;2017;HI;-683005;
384454690;2017;HK;1121834;
384454690;2017;HM;180293440;
384534665;2017;DI;30985;
384534665;2017;FJ;43035246;
384534665;2017;HI;-204819;
384534665;2017;HK;-265257;
384534665;2017;HM;28820669;
384949350;2018;DI;-97882;
385274782;2018;DI;95154;
385274782;2018;FJ;6558297;
385274782;2018;HI;4955;
385274782;2018;HK;10918;
385274782;2018;HM;13350532;
387537475;2017;310;-19906;
387543671;2017;DI;-139398;
387543671;2017;FJ;13415750;
387543671;2017;HI;-1380;
387543671;2017;HM;8937329;
387647381;2017;DI;-42571;
387647381;2017;FJ;25400;
387647381;2017;HM;115586;
387785975;2018;DI;79118;
387785975;2018;FJ;2033972;
387785975;2018;HI;6649;
387785975;2018;HK;14693;
387785975;2018;HM;1288709;
387888316;2017;DI;128338;
387888316;2017;FJ;19400156;
387888316;2017;HI;89465;
387888316;2017;HK;30264;
387888316;2017;HM;9992992;
388019648;2018;DI;41517;
388019648;2018;FJ;340365;
388019648;2018;HI;-116;
388019648;2018;HK;7614;
388019648;2018;HM;300023;
388148769;2018;DI;-48557;
388148769;2018;FJ;236511;
388148769;2018;HI;435;
388148769;2018;HK;-7699;
388148769;2018;HM;559893;
388151276;2016;DI;-89419;
388151276;2016;HI;-136779;
388151276;2016;HM;240821;
388841595;2018;DI;50527;
388987653;2016;DI;170372;
388987653;2016;FJ;1645211;
388987653;2016;HI;-1345;
388987653;2016;HM;3005705;
389044140;2018;DI;4214788;
389044140;2018;FJ;26275868;
389044140;2018;HI;-4545;
389044140;2018;HJ;114576;
389044140;2018;HK;2150253;
389044140;2018;HM;42891785;
389077124;2018;290;30376;
389077124;2018;310;-58502;
389324807;2018;310;8486;
389567439;2018;DI;163132;
389718115;2017;DI;-45156;
389718115;2017;HM;239576;
389820937;2018;DI;885459;
389820937;2018;FJ;41254105;
389820937;2018;HI;139258;
389820937;2018;HK;290070;
389820937;2018;HM;26773523;
389882044;2018;DI;226517;
390303980;2017;306;17324;
390303980;2017;310;47383;
390719029;2017;DI;533759;
390719029;2017;FJ;2478226;
390719029;2017;HI;23511;
390719029;2017;HK;109334;
390719029;2017;HM;4447319;
391141207;2018;DI;125084;
391216702;2017;DI;100551;
391219987;2018;DI;6214229;
391219987;2018;FJ;104113944;
391219987;2018;HI;1701;
391219987;2018;HJ;1030803;
391219987;2018;HK;2218505;
391219987;2018;HM;203232946;
391340858;2018;DI;71152;
391354594;2017;DI;-671487;
391354594;2017;FJ;7981021;
391354594;2017;HI;61728;
391354594;2017;HM;17049418;
391560216;2018;DI;-19314;
391560216;2018;FJ;147978;
391560216;2018;HI;266;
391560216;2018;HM;327737;
391570470;2018;DI;16971;
391898244;2015;290;719;
391898244;2015;310;-5312;
391999240;2017;DI;-2318;
391999240;2017;FJ;444990;
391999240;2017;HI;-52;
391999240;2017;HM;392803;
392046017;2018;DI;306461;
392046017;2018;FJ;1751625;
392046017;2018;HI;-43680;
392046017;2018;HK;50144;
392046017;2018;HM;3803054;
392434171;2014;DI;-3802;
392434171;2014;HM;69989;
392434171;2016;DI;-6352;
392434171;2016;HM;12473;
392434171;2017;DI;-25977;
392434171;2017;HI;5814;
392434171;2017;HM;62563;
392483210;2018;DI;47231;
392483210;2018;FJ;1084846;
392483210;2018;HI;1524;
392483210;2018;HK;8435;
392483210;2018;HM;551465;
392895934;2017;DI;-1433;
392895934;2017;HM;1433;
393104856;2018;DI;355819;
393520929;2018;DI;1713512;
393520929;2018;FJ;384138;
393520929;2018;HI;-2078;
393520929;2018;HK;44465;
393520929;2018;HM;405484;
393581608;2017;DI;29415;
393581608;2017;FJ;1362248;
393581608;2017;HI;10162;
393581608;2017;HK;-596;
393581608;2017;HM;2623097;
393731864;2018;DI;49542;
393731864;2018;FJ;126132;
393731864;2018;HK;8743;
393731864;2018;HM;220153;
393970520;2018;DI;-920;
393970520;2018;HI;19919;
393970520;2018;HM;224167;
394063259;2016;DI;412588;
394063259;2016;HI;-19705;
394063259;2016;HM;5725692;
394504229;2018;DI;75960;
394504229;2018;FJ;751322;
394504229;2018;HI;-24730;
394504229;2018;HK;17264;
394504229;2018;HM;1515497;
395102999;2018;DI;-37372;
395102999;2018;FJ;30198;
395102999;2018;HI;-644;
395102999;2018;HM;68144;
395156839;2018;DI;400641;
395252018;2017;DI;634511;
397447830;2018;DI;78514;
397620774;2018;310;45547;
397969627;2018;DI;323982;
398178467;2018;DI;34003;
398654780;2018;DI;85351;
398654780;2018;FJ;1739826;
398654780;2018;HI;-2298;
398654780;2018;HK;2435;
398654780;2018;HM;4656350;
398871947;2017;DI;10464;
398920033;2018;DI;24114;
398920033;2018;FJ;129653;
398920033;2018;HI;-5375;
398920033;2018;HK;3045;
398920033;2018;HM;119696;
399027333;2018;306;5558;
399027333;2018;310;40008;
399091701;2018;DI;20840;
399091701;2018;FJ;3561687;
399091701;2018;HI;-3598;
399091701;2018;HK;-3903;
399091701;2018;HM;2376022;
399445931;2018;DI;1529;
399445931;2018;HI;2542;
399445931;2018;HK;-272479;
399445931;2018;HM;1320922;
399447903;2017;DI;-178943;
399447903;2017;HI;-88505;
399447903;2017;HM;13977793;
399722180;2016;DI;737665;
399722180;2016;FJ;2929266;
399722180;2016;HI;4200;
399722180;2016;HK;6286;
399722180;2016;HM;2441577;
400054771;2017;DI;-153400;
400124988;2018;DI;211239;
400124988;2018;FJ;2842030;
400124988;2018;HI;-116;
400124988;2018;HK;74004;
400124988;2018;HM;1684164;
400248233;2018;DI;171551;
400248233;2018;FJ;2200064;
400248233;2018;HI;8687;
400248233;2018;HJ;76696;
400248233;2018;HK;58913;
400248233;2018;HM;4112325;
400668802;2017;DI;-155760;
400877296;2018;DI;31483;
400877296;2018;HM;14175;
401381041;2018;DI;32156;
401381041;2018;FJ;1307359;
401381041;2018;HI;19193;
401381041;2018;HK;1471;
401381041;2018;HM;1428474;
401524400;2017;DI;-1268673;
401524400;2017;FJ;8745313;
401524400;2017;HI;-179537;
401524400;2017;HK;-1067;
401524400;2017;HM;5444194;
401684683;2017;310;-5973;
401748983;2018;DI;-44765;
401748983;2018;FJ;590979;
401748983;2018;HI;9871;
401748983;2018;HM;648294;
401836135;2018;DI;38311;
401836135;2018;FJ;365925;
401836135;2018;HI;-2516;
401836135;2018;HK;2675;
401836135;2018;HM;699328;
402280952;2018;DI;-23394;
402280952;2018;HI;-11150;
402280952;2018;HM;24651;
402522692;2018;DI;16020;
402872592;2018;DI;54568;
402891774;2018;DI;18046;
402891774;2018;HI;4590;
402891774;2018;HM;1730187;
403025893;2017;DI;-366560;
403025893;2017;HI;350000;
403025893;2017;HM;716696;
403042500;2017;306;4603;
403042500;2017;310;31533;
403488547;2018;DI;36825;
403587843;2018;DI;152061;
403604614;2016;DI;16386;
403604614;2016;HM;66394;
403732985;2017;DI;53030;
403732985;2017;FJ;963355;
403732985;2017;HI;-17;
403732985;2017;HK;198;
403732985;2017;HM;913285;
403836554;2014;306;-528;
403836554;2014;310;11077;
403836554;2015;306;-1266;
403836554;2015;310;7863;
403836554;2016;310;-4334;
403836554;2017;310;-6409;
405154956;2018;DI;78091;
405379819;2018;DI;19490;
407630490;2017;DI;-1299;
407630490;2017;HM;1299;
407771047;2018;DI;3856;
407771047;2018;FJ;845214;
407771047;2018;HI;54500;
407771047;2018;HK;530;
407771047;2018;HM;497781;
408032118;2017;290;10200;
408032118;2017;310;16687;
408335552;2018;DI;83133;
408335552;2018;FJ;38288062;
408335552;2018;HI;20559;
408335552;2018;HK;23767;
408335552;2018;HM;26085416;
408711968;2018;DI;483335;
408711968;2018;FJ;4222513;
408711968;2018;HI;-63915;
408711968;2018;HK;131333;
408711968;2018;HM;7824783;
409430345;2017;DI;892;
409867462;2018;DI;-5363;
409867462;2018;FJ;8550;
409867462;2018;HM;13913;
410201305;2018;DI;75280;
410201305;2018;HI;-175349;
410201305;2018;HM;407045;
410429559;2017;DI;-118000;
410620611;2018;290;185;
410620611;2018;310;-2048;
410660492;2017;DI;190028;
410793434;2018;DI;92267;
410793434;2018;FJ;6469039;
410793434;2018;HI;-14694;
410793434;2018;HK;21148;
410793434;2018;HM;4081935;
411120686;2018;DI;40238;
411120686;2018;FJ;896309;
411120686;2018;HI;-825;
411120686;2018;HK;-207;
411120686;2018;HM;1715914;
411552078;2017;DI;668254;
411552078;2017;FJ;82824419;
411552078;2017;HI;-19526;
411552078;2017;HJ;89209;
411552078;2017;HK;40587;
411552078;2017;HM;41086600;
412387961;2018;290;21189;
412387961;2018;306;7199;
412387961;2018;310;46063;
412528879;2018;DI;7538;
412528879;2018;HM;22592650;
413159096;2017;DI;-8593;
413159096;2017;FJ;584668;
413159096;2017;HI;400;
413159096;2017;HM;596120;
413159096;2018;DI;24820;
413159096;2018;FJ;600452;
413159096;2018;HI;2438;
413159096;2018;HM;579093;
413492554;2018;290;1179;
413492554;2018;310;134;
414053223;2017;DI;3795;
414053223;2017;FJ;193311;
414053223;2017;HI;-101;
414053223;2017;HM;418131;
414070284;2018;DI;256046;
414070284;2018;FJ;1880260;
414070284;2018;HI;-14044;
414070284;2018;HK;91461;
414070284;2018;HM;3139877;
414196501;2018;290;159;
414196501;2018;310;2980;
414416867;2018;DI;296819;
414416867;2018;FJ;2236333;
414416867;2018;HI;-9780;
414416867;2018;HK;130634;
414416867;2018;HM;4283291;
414494534;2018;DI;-11457;
414494534;2018;FJ;80908;
414494534;2018;HM;95520;
414608836;2017;DI;419973;
414608836;2017;FJ;711492;
414608836;2017;HI;-2596;
414608836;2017;HK;12937;
414608836;2017;HM;1512690;
414799635;2018;DI;-12926;
414799635;2018;FJ;182664;
414799635;2018;HM;398393;
414913087;2018;DI;112108;
414963934;2017;DI;6139;
414997221;2017;310;-3336;
415196450;2017;DI;777;
415196450;2017;FJ;287084;
415196450;2017;HI;-4674;
415196450;2017;HM;515085;
417931037;2018;DI;86648;
417931037;2018;HI;-229465;
417931037;2018;HK;34818;
417931037;2018;HM;492149;
418109922;2018;DI;2209;
418155164;2017;DI;66641;
418155164;2017;FJ;2858871;
418155164;2017;HI;-3309;
418155164;2017;HK;7096;
418155164;2017;HM;1814605;
418185641;2016;DI;-606555;
418185641;2016;FJ;427238;
418185641;2016;HI;-11;
418185641;2016;HM;1039492;
418404174;2017;DI;667053;
418431987;2018;DI;221587;
418433017;2018;DI;138506;
418512349;2017;310;-1296;
418527982;2018;DI;-16380;
418678843;2018;DI;35492;
418678843;2018;FJ;1406084;
418678843;2018;HI;-15155;
418678843;2018;HM;2992703;
418736914;2018;DI;44877;
418763645;2018;DI;130711;
418763645;2018;FJ;1895692;
418763645;2018;HK;37978;
418763645;2018;HM;3571318;
418766036;2017;306;6805;
418766036;2017;310;36845;
418839775;2018;DI;134026;
419493887;2018;DI;97325;
419493887;2018;HI;49;
419493887;2018;HK;40980;
419493887;2018;HM;4171234;
419506530;2018;DI;76460;
419713920;2017;DI;52712;
419713920;2017;FJ;2266652;
419713920;2017;HI;-88547;
419713920;2017;HK;-60651;
419713920;2017;HM;4629256;
419843990;2018;DI;-121467;
419843990;2018;FJ;1563889;
419843990;2018;HI;94403;
419843990;2018;HM;3524440;
419981352;2018;DI;66354;
420095119;2017;DI;-3409;
421093634;2017;DI;70882;
421258625;2018;DI;-44451;
421380155;2016;DI;318247;
421380155;2016;FJ;1588830;
421380155;2016;HI;-401;
421380155;2016;HK;133839;
421380155;2016;HM;2914215;
422264507;2018;DI;50043;
422282152;2018;DI;5167;
422282152;2018;FJ;304111;
422282152;2018;HI;-520;
422282152;2018;HM;612448;
422302398;2018;DI;3012943;
422302398;2018;FJ;1068000;
422302398;2018;HI;31423;
422302398;2018;HK;-3675;
422302398;2018;HM;1803932;
422488130;2017;290;8;
422488130;2017;310;13303;
422567081;2018;DI;1895;
422567081;2018;FJ;107462;
422567081;2018;HI;69;
422567081;2018;HK;334;
422567081;2018;HM;52107;
422756494;2018;290;19;
422756494;2018;310;1839;
423138262;2018;DI;201627;
423459031;2017;DI;-8275;
423459031;2017;HM;8275;
423492792;2017;DI;5509518;
423492792;2017;FJ;24017100;
423492792;2017;HI;-18496;
423492792;2017;HJ;1137734;
423492792;2017;HK;2390914;
423492792;2017;HM;44370364;
423565423;2017;DI;11279;
423565423;2017;FJ;40414;
423565423;2017;HK;1799;
423565423;2017;HM;69290;
423613066;2018;DI;-56035;
424000081;2018;290;60751;
424000081;2018;310;-19816;
425780558;2018;DI;159722;
425780558;2018;HI;43120;
425780558;2018;HK;9838;
425780558;2018;HM;15246446;
428126973;2017;DI;-114053;
428126973;2017;FJ;604564;
428126973;2017;HI;7285;
428126973;2017;HM;1301668;
428205231;2018;DI;948224;
428205231;2018;FJ;244496;
428205231;2018;HI;6209;
428205231;2018;HK;-615975;
428205231;2018;HM;-230753;
428265086;2015;DI;-4544;
428265086;2015;HM;4544;
428664296;2017;DI;21793;
428664296;2017;FJ;1653319;
428664296;2017;HI;-1342;
428664296;2017;HM;2995867;
428711592;2017;290;166;
428711592;2017;306;8438;
428711592;2017;310;48450;
428768543;2015;DI;2822;
428768543;2015;FJ;1231643;
428768543;2015;HI;3412;
428768543;2015;HK;-9130;
428768543;2015;HM;1268162;
428783351;2017;DI;159635;
429536253;2017;DI;129305;
429541477;2017;310;-5341;
429750292;2017;DI;114619;
429750292;2017;FJ;415127;
429750292;2017;HK;23033;
429750292;2017;HM;875884;
429750292;2018;DI;214109;
429750292;2018;FJ;408094;
429750292;2018;HK;22225;
429750292;2018;HM;785793;
429789050;2017;DI;4594;
429789050;2017;FJ;476180;
429789050;2017;HI;4660;
429789050;2017;HM;1042956;
429844004;2017;310;-3628;
430107821;2018;DI;749;
430140004;2017;306;58;
430140004;2017;310;807;
430347344;2017;DI;15116;
430347344;2017;FJ;741011;
430347344;2017;HI;-21;
430347344;2017;HK;2616;
430347344;2017;HM;501195;
430439182;2017;DI;709658;
430439182;2017;FJ;9588854;
430439182;2017;HI;-38531;
430439182;2017;HJ;130654;
430439182;2017;HK;146609;
430439182;2017;HM;18540125;
431300219;2017;DI;19401;
431300219;2017;FJ;60000;
431300219;2017;HK;8698;
431300219;2017;HM;110600;
431411461;2018;DI;-22180;
431499631;2018;DI;105781;
431499631;2018;HK;1902;
431499631;2018;HM;9223;
431712892;2017;DI;58657;
431712892;2017;FJ;1116265;
